"sample_id","core_label","sampling_date","sampling_longitude","sampling_longitude_err","sampling_latitude","sampling_latitude_err","sampling_altitude","sampling_altitude_err","site_id","sample_depth_lower","sample_depth_lower_err","sample_depth_upper","sample_depth_upper_err","sample_type","sample_microhabitat","sample_treatment","comments","N","N_err","C","C_err","O","O_err","H","H_err","S","S_err","P","P_err","K","K_err","Ca","Ca_err","Na","Na_err","Mg","Mg_err","Al","Al_err","Si","Si_err","Cl","Cl_err","Ti","Ti_err","Cr","Cr_err","Mn","Mn_err","Fe","Fe_err","Cu","Cu_err","Zn","Zn_err","As","As_err","Br","Br_err","Rb","Rb_err","Sr","Sr_err","Ba","Ba_err","Pb","Pb_err","d13C","d13C_err","d15N","d15N_err","d18O","d18O_err","d2H","d2H_err","mass","mass_err","volume","volume_err","bulk_density","bulk_density_err","loss_on_ignition","loss_on_ignition_err","pH","pH_err","electron_accepting_capacity","electron_accepting_capacity_err","electron_donating_capacity","electron_donating_capacity_err","heat_of_combustion","heat_of_combustion_err","enthalpy_of_formation","enthalpy_of_formation_err","entropy_of_formation","entropy_of_formation_err","Gibbs_energy_of_formation","Gibbs_energy_of_formation_err","Klason_lignin_content","Klason_lignin_content_err","holocellulose_mass_content","holocellulose_mass_content_err","age_14C","age_14C_err","lab_code_14C","activity_210Pb","activity_210Pb_err","mass_210Pb","mass_210Pb_err","volume_210Pb","volume_210Pb_err","bulk_density_210Pb","bulk_density_210Pb_err","counting_method_210_Pb","laboratory_label_210Pb","background_activity_reached_210Pb","activity_137Cs","activity_137Cs_err","age_137Cs","age_137Cs_err","hydraulic_conductivity","hydraulic_conductivity_err","porosity","porosity_err","macroporosity","macroporosity_err","data_source","data_source_doi"
"RLII.Fen.78.79","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,79,"NA",78,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; sedge and Scorpidium moss remains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.106.116","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,116,"NA",106,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.116.117","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,117,"NA",116,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.116.117.2.","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,117,"NA",116,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.126.127","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,127,"NA",126,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.136.137","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,137,"NA",136,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.146.147","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,147,"NA",146,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.156.157","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,157,"NA",156,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.166.167","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,167,"NA",166,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.176.177","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,177,"NA",176,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.186.187","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,187,"NA",186,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.196.197","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,197,"NA",196,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.246.247","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,247,"NA",246,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"RLII.Fen.256.257","RL-II Fen","2009-01-01",-94.7083,,48.2897,,,,4,257,"NA",256,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog deposits containing Sphagnum and woody peat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_01","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,1,"NA",0,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_02","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,3,"NA",2,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_03","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,7,"NA",6,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_04","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,9,"NA",8,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_05","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,13,"NA",12,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_06","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,19,"NA",18,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_07","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,25,"NA",24,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_08","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,31,"NA",30,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_09","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,37,"NA",36,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_10","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,43,"NA",42,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_11","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,49,"NA",48,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_12","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,55,"NA",54,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_13","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,63,"NA",62,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_14","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,71,"NA",70,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_15","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,79,"NA",78,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_16","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,87,"NA",86,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_17","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,95,"NA",94,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_18","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,103,"NA",102,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_19","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,115,"NA",114,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_20","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,127,"NA",126,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_21","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,139,"NA",138,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_22","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,155,"NA",154,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_23","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,171,"NA",170,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_24","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,187,"NA",186,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_25","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,203,"NA",202,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_26","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,219,"NA",218,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_27","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,235,"NA",234,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_28","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,251,"NA",250,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_29","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,267,"NA",266,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_30","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,283,"NA",282,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_31","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,299,"NA",298,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_32","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,315,"NA",314,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_33","MB-775","1998-06-01",-75.5182,,45.4088,,,,7,331,"NA",330,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; between the bog center and edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"Mer Bleue_39.5","MB-930","1998-06-01",-75.5171,,45.411,,,,7,39.5,"NA",39.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,70,,,,,,,,,,,,,,,,,,,,,,,"Frolking et al. (2010)","10.5194/esd-1-1-2010"
"Mer Bleue_180","MB-930","1998-06-01",-75.5171,,45.411,,,,7,180,"NA",180,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,140,,,,,,,,,,,,,,,,,,,,,,,"Frolking et al. (2010)","10.5194/esd-1-1-2010"
"Mer Bleue_190.5","MB-930","1998-06-01",-75.5171,,45.411,,,,7,190.5,"NA",190.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550,150,,,,,,,,,,,,,,,,,,,,,,,"Frolking et al. (2010)","10.5194/esd-1-1-2010"
"Mer Bleue_300.5","MB-930","1998-06-01",-75.5171,,45.411,,,,7,300.5,"NA",300.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,80,,,,,,,,,,,,,,,,,,,,,,,"Frolking et al. (2010)","10.5194/esd-1-1-2010"
"Mer Bleue_480.5","MB-930","1998-06-01",-75.5171,,45.411,,,,7,480.5,"NA",480.5,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7340,170,,,,,,,,,,,,,,,,,,,,,,,"Frolking et al. (2010)","10.5194/esd-1-1-2010"
"MB778_34","MB-930","1998-06-01",-75.5171,,45.411,,,,7,1,"NA",0,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_35","MB-930","1998-06-01",-75.5171,,45.411,,,,7,3,"NA",2,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_36","MB-930","1998-06-01",-75.5171,,45.411,,,,7,5,"NA",4,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_37","MB-930","1998-06-01",-75.5171,,45.411,,,,7,7,"NA",6,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_38","MB-930","1998-06-01",-75.5171,,45.411,,,,7,9,"NA",8,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_39","MB-930","1998-06-01",-75.5171,,45.411,,,,7,11,"NA",10,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_40","MB-930","1998-06-01",-75.5171,,45.411,,,,7,13,"NA",12,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_41","MB-930","1998-06-01",-75.5171,,45.411,,,,7,15,"NA",14,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_42","MB-930","1998-06-01",-75.5171,,45.411,,,,7,17,"NA",16,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MB778_43","MB-930","1998-06-01",-75.5171,,45.411,,,,7,21,"NA",20,"NA","peat","NA","control","coordinates only approximately; no exact sampling date given; bog center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
