"sample_id","core_label","sampling_date","sampling_longitude","sampling_longitude_err","sampling_latitude","sampling_latitude_err","sampling_altitude","sampling_altitude_err","site_id","sample_depth_lower","sample_depth_lower_err","sample_depth_upper","sample_depth_upper_err","sample_type","sample_microhabitat","sample_treatment","comments","N","N_err","C","C_err","O","O_err","H","H_err","S","S_err","P","P_err","K","K_err","Ca","Ca_err","Na","Na_err","Mg","Mg_err","Al","Al_err","Si","Si_err","Cl","Cl_err","Ti","Ti_err","Cr","Cr_err","Mn","Mn_err","Fe","Fe_err","Cu","Cu_err","Zn","Zn_err","As","As_err","Br","Br_err","Rb","Rb_err","Sr","Sr_err","Ba","Ba_err","Pb","Pb_err","d13C","d13C_err","d15N","d15N_err","d18O","d18O_err","d2H","d2H_err","mass","mass_err","volume","volume_err","bulk_density","bulk_density_err","loss_on_ignition","loss_on_ignition_err","pH","pH_err","electron_accepting_capacity","electron_accepting_capacity_err","electron_donating_capacity","electron_donating_capacity_err","heat_of_combustion","heat_of_combustion_err","enthalpy_of_formation","enthalpy_of_formation_err","entropy_of_formation","entropy_of_formation_err","Gibbs_energy_of_formation","Gibbs_energy_of_formation_err","Klason_lignin_content","Klason_lignin_content_err","holocellulose_mass_content","holocellulose_mass_content_err","age_14C","age_14C_err","lab_code_14C","activity_210Pb","activity_210Pb_err","mass_210Pb","mass_210Pb_err","volume_210Pb","volume_210Pb_err","bulk_density_210Pb","bulk_density_210Pb_err","counting_method_210_Pb","laboratory_label_210Pb","background_activity_reached_210Pb","activity_137Cs","activity_137Cs_err","age_137Cs","age_137Cs_err","hydraulic_conductivity","hydraulic_conductivity_err","porosity","porosity_err","macroporosity","macroporosity_err","data_source","data_source_doi"
"Lox3_30.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,30.5,"NA",30.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_70.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,70.5,"NA",70.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,15,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_95.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,95.5,"NA",95.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,25,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_120.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,120.5,"NA",120.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,15,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_180.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,180.5,"NA",180.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,25,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_240.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,240.5,"NA",240.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_280.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,280.5,"NA",280.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230,15,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_320.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,320.5,"NA",320.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"Lox3_340.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,340.5,"NA",340.5,"NA","peat","NA","control","no exact sampling date given; it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240,20,,,,,,,,,,,,,,,,,,,,,,,"Hodgkins, S.B., Richardson, C.J., Dommain, R. et al. Tropical peatland carbon storage linked to global latitudinal trends in peat recalcitrance. Nat Commun 9, 3640 (2018). https://doi.org/10.1038/s41467-018-06050-2 ","10.1038/s41467-018-06050-2 "
"L3.RC.1.2","Lox3","2015-10-01",-80.357,,26.597,,,,9,2,"NA",1,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.3.4","Lox3","2015-10-01",-80.357,,26.597,,,,9,4,"NA",3,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.4.5","Lox3","2015-10-01",-80.357,,26.597,,,,9,5,"NA",4,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.5.6","Lox3","2015-10-01",-80.357,,26.597,,,,9,6,"NA",5,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.10.11","Lox3","2015-10-01",-80.357,,26.597,,,,9,11,"NA",10,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.15.16","Lox3","2015-10-01",-80.357,,26.597,,,,9,16,"NA",15,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.20.21","Lox3","2015-10-01",-80.357,,26.597,,,,9,21,"NA",20,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.25.26","Lox3","2015-10-01",-80.357,,26.597,,,,9,26,"NA",25,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.30.31","Lox3","2015-10-01",-80.357,,26.597,,,,9,31,"NA",30,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.35.36","Lox3","2015-10-01",-80.357,,26.597,,,,9,36,"NA",35,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.40.41","Lox3","2015-10-01",-80.357,,26.597,,,,9,41,"NA",40,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.45.46","Lox3","2015-10-01",-80.357,,26.597,,,,9,46,"NA",45,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.50.51","Lox3","2015-10-01",-80.357,,26.597,,,,9,51,"NA",50,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.55.56","Lox3","2015-10-01",-80.357,,26.597,,,,9,56,"NA",55,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.60.61","Lox3","2015-10-01",-80.357,,26.597,,,,9,61,"NA",60,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.65.66","Lox3","2015-10-01",-80.357,,26.597,,,,9,66,"NA",65,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.70.71","Lox3","2015-10-01",-80.357,,26.597,,,,9,71,"NA",70,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.75.76","Lox3","2015-10-01",-80.357,,26.597,,,,9,76,"NA",75,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.80.81","Lox3","2015-10-01",-80.357,,26.597,,,,9,81,"NA",80,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.85.86","Lox3","2015-10-01",-80.357,,26.597,,,,9,86,"NA",85,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.90.91","Lox3","2015-10-01",-80.357,,26.597,,,,9,91,"NA",90,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.95.96","Lox3","2015-10-01",-80.357,,26.597,,,,9,96,"NA",95,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.100.101","Lox3","2015-10-01",-80.357,,26.597,,,,9,101,"NA",100,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.110.111","Lox3","2015-10-01",-80.357,,26.597,,,,9,111,"NA",110,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.120.121.rerun","Lox3","2015-10-01",-80.357,,26.597,,,,9,121,"NA",120,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.130.131","Lox3","2015-10-01",-80.357,,26.597,,,,9,131,"NA",130,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.140.141","Lox3","2015-10-01",-80.357,,26.597,,,,9,141,"NA",140,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.150.151","Lox3","2015-10-01",-80.357,,26.597,,,,9,151,"NA",150,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.160.161","Lox3","2015-10-01",-80.357,,26.597,,,,9,161,"NA",160,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.170.171.rerun","Lox3","2015-10-01",-80.357,,26.597,,,,9,171,"NA",170,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.180.181","Lox3","2015-10-01",-80.357,,26.597,,,,9,181,"NA",180,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.190.191","Lox3","2015-10-01",-80.357,,26.597,,,,9,191,"NA",190,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.199.200","Lox3","2015-10-01",-80.357,,26.597,,,,9,200,"NA",199,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.200.201","Lox3","2015-10-01",-80.357,,26.597,,,,9,201,"NA",200,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.210.211","Lox3","2015-10-01",-80.357,,26.597,,,,9,211,"NA",210,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.220.221","Lox3","2015-10-01",-80.357,,26.597,,,,9,221,"NA",220,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.230.231","Lox3","2015-10-01",-80.357,,26.597,,,,9,231,"NA",230,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.240.241","Lox3","2015-10-01",-80.357,,26.597,,,,9,241,"NA",240,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.250.251","Lox3","2015-10-01",-80.357,,26.597,,,,9,251,"NA",250,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.260.261","Lox3","2015-10-01",-80.357,,26.597,,,,9,261,"NA",260,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.280.281","Lox3","2015-10-01",-80.357,,26.597,,,,9,281,"NA",280,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.290.291","Lox3","2015-10-01",-80.357,,26.597,,,,9,291,"NA",290,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.300.301","Lox3","2015-10-01",-80.357,,26.597,,,,9,301,"NA",300,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.320.321","Lox3","2015-10-01",-80.357,,26.597,,,,9,321,"NA",320,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.330.331","Lox3","2015-10-01",-80.357,,26.597,,,,9,331,"NA",330,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L3.RC.340.341","Lox3","2015-10-01",-80.357,,26.597,,,,9,341,"NA",340,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.0.5","Lox8","2015-10-01",-80.335,,26.52,,,,9,5,"NA",0,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.5.10","Lox8","2015-10-01",-80.335,,26.52,,,,9,10,"NA",5,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.10.15","Lox8","2015-10-01",-80.335,,26.52,,,,9,15,"NA",10,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.15.20","Lox8","2015-10-01",-80.335,,26.52,,,,9,20,"NA",15,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.20.25","Lox8","2015-10-01",-80.335,,26.52,,,,9,25,"NA",20,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.25.30","Lox8","2015-10-01",-80.335,,26.52,,,,9,30,"NA",25,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.30.35","Lox8","2015-10-01",-80.335,,26.52,,,,9,35,"NA",30,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.35.40","Lox8","2015-10-01",-80.335,,26.52,,,,9,40,"NA",35,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
